"Gene","Location","Probe","MedianBvalTumor","MedianBvalNormal","Corr","GTMT","GTMB","GTMut","GTCG","GTCD","GBMT","GBMB","GBMut","GBCG","GBCD","MTMut","MTCG","MTCD","MBMut","MBCG","MBCD","MutCG","MutCD","GTMTnSig","GTMBnSig","GBMTnSig","GBMBnSig"
"ERICH1-AS1","GeneBody","cg25461249","0.5717","0.7606","-0.362076940612881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg05973414","0.6672","0.8826","0.44905618150053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg20098854","0.6496","0.7484","0.34256757563542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg00785598","0.6515","0.7443","-0.332908674400877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg02730139","0.7932","0.6278","0.10088522803151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg21772735","0.5913","0.9161","0.0896532195357027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg26049136","0.6127","0.8924","-0.0877117504044422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg11933290","0.7208","0.9553","0.0759479661042493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ERICH1-AS1","GeneBody","cg04552625","0.5849","0.8303","-0.149188885462804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-193H5.1,ZP4","NA","cg17514199","0.2912","0.7766","0.146284722435058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"GHSR","GeneBody","cg10109500","0.4363","0.0338","-0.14531799640522","12","4","0","26","1","0","0","0","0","0","1","50","2","3","27","3","3","0","1","0","0","0"
"GHSR","AfterGene","cg23500122","0.2923","0.076","-0.268226206281215","10","7","0","26","1","0","0","0","0","0","0","49","2","2","42","3","3","0","0","0","0","0"
"GHSR","AfterGene","cg04851268","0.5702","0.1716","0.185902611712718","14","9","0","26","1","0","0","0","0","0","0","50","2","2","36","2","3","0","0","0","0","0"
"GHSR","AfterGene","cg22070855","0.4315","0.1466","0.0664110841211719","13","5","0","26","1","0","0","0","0","0","1","51","3","0","43","3","3","0","1","0","0","0"
"GHSR","AfterGene","cg14768785","0.4781","0.049","-0.0765164972542222","10","4","0","26","1","0","0","0","0","0","1","46","3","3","27","3","3","0","1","1","0","0"
"GHSR","AfterGene","cg06737494","0.4659","0.2416","-0.303114017237208","7","6","0","26","1","0","0","0","0","0","1","48","2","2","48","2","3","0","0","0","0","0"
"ROBO2","GeneBody","cg07450292","0.4106","0.8339","0.0287160674154877","24","12","2","23","19","6","17","6","22","28","1","9","29","3","30","15","5","2","2","0","1","0"
"ROBO2","GeneBody","cg12257394","0.6306","0.9295","0.455207648442807","19","17","2","23","19","8","17","6","22","28","3","13","27","4","29","20","5","2","1","0","3","1"
"ROBO2","GeneBody","cg08470863","0.4278","0.7838","0.070506928955964","21","8","2","23","19","18","19","6","22","28","4","17","24","3","30","13","5","2","2","2","1","0"
"ROBO2","GeneBody","cg27304415","0.5662","0.782","0.39276548080401","18","18","2","23","19","15","14","6","22","28","3","13","31","5","27","12","5","2","1","0","0","1"
"ROBO2","GeneBody","cg03142256","0.4802","0.7655","0.0928325432775584","15","18","2","23","19","10","17","6","22","28","5","10","23","6","29","10","5","2","0","1","2","0"
"ROBO2","GeneBody","cg08512168","0.631","0.9511","0.384800431090629","23","13","2","23","19","7","23","6","22","28","4","13","22","5","28","19","5","2","1","1","1","1"
"KCNB2","GeneBody","cg09433131","0.6374","0.9713","0.12680482784714","36","5","2","46","6","0","0","0","0","0","0","38","5","5","57","4","11","0","1","0","1","1"
"KCNB2","GeneBody","cg16925177","0.4732","0.8671","0.205849691981612","31","9","2","46","6","0","0","0","0","0","2","33","5","2","55","8","11","0","2","0","0","2"
"KCNB2","GeneBody","cg23244463","0.4587","0.879","0.179348846119418","30","6","2","46","6","0","0","0","0","0","2","31","8","2","58","3","11","0","1","1","1","1"
"KCNB2","GeneBody","cg08294044","0.5828","0.9336","0.3206593599895","27","8","2","46","6","0","0","0","0","0","2","33","3","3","58","6","11","0","1","1","2","1"
"RP11-89K21.2,RP11-89K21.1","NA","cg14168530","0.482","0.0404","0.127450952727685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-89K21.2,RP11-89K21.1","NA","cg06497668","0.4452","0.1597","0.18533113805626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-89K21.2,RP11-89K21.1","NA","cg10963518","0.4381","0.0828","0.0928920878771115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TRPM8","GeneBody","cg00793935","0.6863","0.2437","0.274827372361886","19","14","1","6","33","0","0","0","0","0","1","2","44","1","5","30","1","5","2","0","0","0"
"TRPM8","GeneBody","cg00853940","0.541","0.2478","0.446695062869064","18","13","1","6","33","0","0","0","0","0","2","3","43","1","5","27","1","5","1","0","0","0"
"SFRP2","AfterGene","cg23121156","0.5253","0.1743","0.262503461129785","5","14","0","6","34","38","18","1","9","28","0","13","24","0","4","29","1","1","1","1","2","0"
"SFRP2","AfterGene","cg23207990","0.4923","0.0918","0.329617881200252","3","15","0","6","34","39","22","1","9","28","0","13","24","1","4","30","1","1","0","1","2","0"
"SFRP2","GeneBody","cg05874561","0.2696","0.0748","0.118855376466292","13","12","0","6","34","20","28","1","9","28","1","10","33","1","5","28","1","1","1","1","1","0"
"SFRP2","AfterGene","cg03202804","0.4137","0.0978","0.210891538535427","7","14","0","6","34","34","18","1","9","28","0","14","26","0","5","31","1","1","1","1","1","0"
"SFRP2","AfterGene","cg05050042","0.6029","0.5375","0.548072984576327","7","12","0","6","34","18","24","1","9","28","0","13","34","0","7","33","1","1","0","0","2","1"
"SFRP2","AfterGene","cg25645268","0.3363","0.0548","0.289590573133945","11","12","0","6","34","22","24","1","9","28","0","16","25","0","4","30","1","1","0","2","2","0"
"SFRP2","AfterGene","cg14289246","0.3114","0.0577","0.245607113431825","8","10","0","6","34","28","20","1","9","28","0","13","25","1","5","25","1","1","1","0","1","1"
"SFRP2","AfterGene","cg22178613","0.5146","0.1436","0.203084493434499","2","17","0","6","34","37","18","1","9","28","0","14","27","2","3","33","1","1","1","1","1","0"
"SFRP2","AfterGene","cg11354906","0.3746","0.0947","0.23497138785233","7","14","0","6","34","30","17","1","9","28","0","14","25","0","4","31","1","1","1","1","1","0"
"SFRP2","GeneBody","cg10318528","0.4864","0.691","0.0863439423989397","10","13","0","6","34","32","18","1","9","28","0","11","28","1","6","33","1","1","0","1","3","0"
"SFRP2","AfterGene","cg05164933","0.5645","0.1249","0.248651129771591","4","14","0","6","34","36","17","1","9","28","0","13","28","0","4","33","1","1","1","1","1","0"
"SFRP2","GeneBody","cg14063488","0.2621","0.0683","0.190553778960193","13","13","0","6","34","22","20","1","9","28","1","11","33","2","5","22","1","1","0","2","2","0"
"SFRP2","AfterGene","cg20881942","0.533","0.2351","-0.108583809439174","8","15","0","6","34","31","16","1","9","28","0","14","25","2","5","35","1","1","2","1","1","0"
"SFRP2","AfterGene","cg14330641","0.2669","0.0552","0.132687732401904","7","17","0","6","34","32","18","1","9","28","0","15","23","0","4","30","1","1","1","0","2","1"
"SFRP2","AfterGene","cg00082664","0.3975","0.1109","0.209174512461529","10","14","0","6","34","17","16","1","9","28","1","12","33","1","6","32","1","1","1","1","1","1"
"SFRP2","AfterGene","cg25775322","0.4674","0.1689","0.178780545742243","6","17","0","6","34","30","18","1","9","28","0","13","28","1","4","30","1","1","1","1","1","0"
"PACRG","GeneBody","cg01596289","0.6307","0.7361","-0.120669269305105","36","5","0","4","23","9","20","1","8","44","0","7","31","0","12","42","0","0","1","1","2","0"
"PACRG","GeneBody","cg25724842","0.3805","0.7808","0.277652220734336","39","8","0","4","23","2","22","1","8","44","0","5","41","0","13","28","0","0","4","0","0","1"
"PACRG","GeneBody","cg21484573","0.5456","0.7042","-0.106017758325841","37","10","0","4","23","3","29","1","8","44","0","10","25","1","9","33","0","0","4","0","0","1"
"PACRG","GeneBody","cg06638568","0.4235","0.5662","0.0608996419155903","38","12","0","4","23","3","27","1","8","44","0","10","23","1","8","37","0","0","3","0","0","1"
"IGHV3-73","GeneBody","cg16774084","0.5085","0.7695","0.400505780301999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FAM196A,DOCK1","NA","cg08218734","0.196","0.0961","0.304894744701273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FAM196A,DOCK1","NA","cg14939821","0.3824","0.6377","-0.107025955097059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SDHAP3,CTD-2012J19.3","NA","cg24960960","0.1647","0.0407","0.538640702188761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SDHAP3,CTD-2012J19.3","NA","cg08778598","0.4301","0.0284","0.484675013094998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SDHAP3,CTD-2012J19.3","NA","cg27378537","0.2608","0.075","0.57736037075715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SDHAP3,CTD-2012J19.3","NA","cg08422420","0.3903","0.0548","0.449240224301334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SDHAP3,CTD-2012J19.3","NA","cg21931717","0.232","0.0338","0.532168065396278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SDHAP3,CTD-2012J19.3","NA","cg21167402","0.2472","0.076","0.541921952949613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SDHAP3,CTD-2012J19.3","NA","cg26472636","0.5","0.145","0.445212994518694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AC023469.2","Promoter","cg05360774","0.4814","0.5507","0.177985128089509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CNTN4","GeneBody","cg07850323","0.7585","0.8261","0.508741301793641","18","12","2","28","11","17","18","3","28","22","4","30","12","1","45","10","7","0","0","1","2","0"
"CNTN4","GeneBody","cg06598836","0.449","0.121","0.274684209152107","7","20","2","28","11","21","17","3","28","22","4","39","7","2","29","16","7","0","1","1","2","0"
"CNTN4","GeneBody","cg15545269","0.4229","0.8851","0.0881391237744145","31","6","2","28","11","8","17","3","28","22","1","20","14","2","45","9","7","0","1","1","0","2"
"CNTN4","GeneBody","cg27264249","0.3836","0.0728","0.00901352780776692","15","23","2","28","11","12","13","3","28","22","1","37","8","0","23","19","7","0","1","0","2","1"
"CNTN4","GeneBody","cg24629791","0.6093","0.8404","0.312350120944368","23","11","2","28","11","13","20","3","28","22","1","23","19","3","42","9","7","0","0","1","2","2"
"CNTN4","GeneBody","cg26226254","0.6246","0.9206","0.0431918657592654","29","6","2","28","11","7","25","3","28","22","0","20","10","1","43","14","7","0","1","2","1","1"
"TIFA","GeneBody","cg13531259","0.4596","0.8209","0.00963020630576267","8","24","0","17","18","29","15","0","1","41","0","2","33","0","12","18","0","0","2","0","0","3"
"RP11-753H16.3,GPR84,RP11-753H16.5","NA","cg01988891","0.5018","0.6628","0.199720357737049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NECAB1","GeneBody","cg02481848","0.7069","0.9169","0.270044960453799","23","12","0","53","3","14","26","0","39","4","0","36","5","0","55","5","2","0","1","0","1","1"
"RP3-326L13.2,POU3F4","NA","cg05134041","0.6601","0.4245","-0.113108826312931","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP3-326L13.2,POU3F4","NA","cg09815793","0.5163","0.1475","-0.0837891034524134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP3-326L13.2,POU3F4","NA","cg23921534","0.5249","0.267","-0.221303712132887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP3-326L13.2,POU3F4","NA","cg20373036","0.5165","0.1331","-0.29467012885653","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP3-326L13.2,POU3F4","NA","cg09196081","0.2927","0.1602","-0.163173647592584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP3-326L13.2,POU3F4","NA","cg02055404","0.6581","0.3863","0.267584259215319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP3-326L13.2,POU3F4","NA","cg01776229","0.540766666667","0.2383","-0.0499922304584166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP3-326L13.2,POU3F4","NA","cg11718092","0.5877","0.2636","-0.234370500920483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-380D23.2","AfterGene","cg19849728","0.6054","0.4818","-0.121438383084065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-380D23.2","AfterGene","cg07790170","0.5825","0.3437","0.0267535321420751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-380D23.2","GeneBody","cg09780241","0.6016","0.4972","-0.133849846593651","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP4-742J24.2,BTBD3","NA","cg05822633","0.3775","0.1611","0.239855653092521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP4-742J24.2,BTBD3","NA","cg01444716","0.395433333333","0.1631","0.20397577170369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP4-742J24.2,BTBD3","NA","cg18808904","0.501","0.2566","0.260765349609518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP4-742J24.2,BTBD3","NA","cg04682802","0.3564","0.1189","0.109076154751365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CTNNA3","GeneBody","cg17423071","0.4597","0.6741","0.330293537201323","14","21","1","13","28","0","0","0","0","0","2","5","24","4","11","19","2","4","1","0","1","1"
"HOXD10","BeforeGene","cg19738283","0.3331","0.3483","0.646763866257634","39","3","0","18","18","4","28","1","11","29","0","16","25","1","10","25","1","0","2","1","1","0"
"HOXD10","GeneBody","cg26708100","0.0751","0.1863","0.2883192310891","31","7","0","18","18","8","16","1","11","29","0","11","23","0","16","10","1","0","2","1","0","1"
"HOXD10","GeneBody","cg10393811","0.5589","0.7571","-0.256021277137133","29","3","0","18","18","7","24","1","11","29","0","12","21","0","10","27","1","0","1","1","2","0"
"HOXD10","BeforeGene","cg25626427","0.1588","0.3077","0.14723831123273","38","3","0","18","18","4","13","1","11","29","0","16","29","0","14","12","1","0","1","1","2","1"
"SYN1","GeneBody","cg00779763","0.1909","0.137","0.917748918569355","12","20","1","9","14","26","14","0","14","24","0","14","18","0","15","18","0","1","1","1","2","0"
"SYN1","GeneBody","cg13532885","0.6137","0.3613","0.438221868982492","9","16","1","9","14","25","12","0","14","24","0","16","19","0","17","14","0","1","1","2","2","0"
"SYN1","GeneBody","cg00406460","0.3941","0.343","0.142770169365119","14","20","1","9","14","20","11","0","14","24","0","28","11","0","10","19","0","1","2","1","1","0"
"VSTM2A","GeneBody","cg13436968","0.6839","0.7856","-0.105134811100633","33","7","2","37","1","0","0","0","0","0","2","37","0","0","50","1","2","1","2","0","0","2"
"VSTM2A","GeneBody","cg02866628","0.3584","0.052","0.101479894429574","22","19","2","37","1","0","0","0","0","0","2","35","5","1","33","2","2","1","1","1","1","1"
"VSTM2A","Promoter","cg19868631","0.0711","0.0317","0.289032899456296","11","20","2","37","1","0","0","0","0","0","1","44","5","0","41","1","2","1","0","2","1","1"
"VSTM2A","GeneBody","cg14225678","0.3685","0.1054","0.38186781159058","10","18","2","37","1","0","0","0","0","0","0","32","5","1","34","3","2","1","2","0","1","3"
"VSTM2A","Promoter","cg03817667","0.2364","0.1496","0.384310290691163","8","25","2","37","1","0","0","0","0","0","1","44","4","1","32","3","2","1","0","0","1","2"
"VSTM2A","GeneBody","cg03265969","0.6124","0.8889","-0.359629912829757","37","10","2","37","1","0","0","0","0","0","2","27","7","1","47","3","2","1","1","0","2","1"
"PLAUR","GeneBody","cg20716515","0.1519","0.1682","-0.20242792327003","17","7","1","24","11","12","21","3","27","10","1","35","9","0","46","5","3","1","0","2","1","1"
"ASB8","AfterGene","cg08064245","0.5921","0.8623","0.301869559714407","15","14","1","45","0","20","15","1","2","37","0","8","18","0","18","11","1","1","0","1","2","1"
"SALL4P1,CTD-2023N9.1","NA","cg22751627","0.8808","0.9254","-0.244817946314757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP1R3A","GeneBody","cg01214063","0.3934","0.6595","-0.131344012538924","6","8","1","7","3","0","0","0","0","0","4","20","12","4","35","2","8","1","0","0","0","0"
"PPP1R3A","GeneBody","cg00967316","0.5307","0.8977","0.0688730481078633","7","7","1","7","3","0","0","0","0","0","4","16","8","2","34","2","8","1","0","0","0","0"
"PPP1R3A","GeneBody","cg17844121","0.7373","0.9053","-0.148091484078791","5","6","1","7","3","0","0","0","0","0","3","31","5","4","34","4","8","1","0","0","0","0"
"AMOT","GeneBody","cg14605748","0.7604","0.8793","0.401167253787126","34","4","2","18","15","2","45","4","9","17","2","13","21","4","18","11","2","2","1","0","2","1"
"AMOT","GeneBody","cg10028049","0.6599","0.7869","0.126287805331743","41","1","2","18","15","2","45","4","9","17","2","12","17","3","16","14","2","2","1","0","2","2"
"AMOT","GeneBody","cg01816615","0.743466666667","0.8817","0.099655525729859","34","1","2","18","15","2","48","4","9","17","2","11","19","3","17","13","2","2","1","0","1","0"
"RP11-955H22.1","GeneBody","cg00669774","0.5013","0.8159","-0.164900033663285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-955H22.1","GeneBody","cg23900203","0.5496","0.1688","0.219917652277388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FOXO6","GeneBody","cg03893446","0.5828","0.2265","0.163153740244189","0","0","0","0","0","0","0","0","0","0","0","18","14","0","10","5","0","0","0","0","0","0"
"FOXO6","GeneBody","cg11173422","0.1506","0.0874","0.0225335553067491","0","0","0","0","0","0","0","0","0","0","0","26","12","0","13","11","0","0","0","0","0","0"
"FOXO6","GeneBody","cg00385863","0.4674","0.0412","0.499306302001862","0","0","0","0","0","0","0","0","0","0","0","27","10","0","10","6","0","0","0","0","0","0"
"FOXO6","GeneBody","cg06359703","0.5008","0.1002","0.363586347490539","0","0","0","0","0","0","0","0","0","0","0","22","13","0","13","6","0","0","0","0","0","0"
"FOXO6","GeneBody","cg15012766","0.0675","0.0309","0.0597690935353004","0","0","0","0","0","0","0","0","0","0","0","30","13","0","15","7","0","0","0","0","0","0"
"FOXO6","GeneBody","cg01420426","0.0279","0.0224","0.493343833963949","0","0","0","0","0","0","0","0","0","0","0","30","12","0","20","8","0","0","0","0","0","0"
"FOXO6","GeneBody","cg11828180","0.7185","0.1737","0.397702200883489","0","0","0","0","0","0","0","0","0","0","0","25","10","0","7","10","0","0","0","0","0","0"
"FOXO6","GeneBody","cg00596048","0.4371","0.0928","0.300379825827925","0","0","0","0","0","0","0","0","0","0","0","23","14","0","11","4","0","0","0","0","0","0"
"FOXO6","GeneBody","cg08462924","0.6633","0.3112","0.261918609834575","0","0","0","0","0","0","0","0","0","0","0","20","13","0","11","3","0","0","0","0","0","0"
"ARNTL","GeneBody","cg15603424","0.0356","0.0954","0.0435205985039118","26","12","1","14","17","9","21","1","3","61","0","8","29","1","7","38","0","2","0","0","0","2"
"RP11-459E5.1","GeneBody","cg22251569","0.4932","0.5046","0.519207485462722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-459E5.1","GeneBody","cg24603408","0.4182","0.2697","0.665881564572331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-281P23.2","GeneBody","cg15634747","0.6028","0.598","-0.204602426787918","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-281P23.2","GeneBody","cg23971987","0.6813","0.737","-0.0727380366715121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-281P23.2","GeneBody","cg01774019","0.4998","0.8151","0.352830956587301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"OR1A1","Promoter","cg25607161","0.4836","0.8548","-0.295871897517661","0","0","0","1","1","0","0","0","0","0","0","3","39","1","15","33","2","1","0","0","0","0"
"OR1A1","Promoter","cg18009704","0.4915","0.854","-0.191144813356329","1","0","0","1","1","0","0","0","0","0","1","3","37","1","15","31","2","1","0","0","0","0"
"MAST4","GeneBody","cg09005125","0.5766","0.8204","-0.0633894159311394","5","24","0","7","25","34","10","1","2","50","2","6","38","1","6","29","1","5","0","1","1","0"
"MAST4","GeneBody","cg02107842","0.4575","0.5542","-0.0127630222263101","8","24","0","7","25","35","6","1","2","50","2","8","43","2","3","34","1","5","0","3","2","0"
"MAST4","GeneBody","cg25557227","0.6773","0.8378","0.0375895341657952","3","32","0","7","25","38","4","1","2","50","3","3","44","3","5","29","1","5","0","0","2","0"
"MAST4","GeneBody","cg08743751","0.3905","0.259","0.294785361845524","12","26","0","7","25","12","11","1","2","50","3","6","55","0","6","27","1","5","1","0","1","1"
"UAP1L1","GeneBody","cg11611856","0.7562","0.7702","0.119490707714729","13","7","1","12","27","16","39","2","5","46","0","12","34","2","17","35","0","1","0","1","0","2"
"CACNA1H","GeneBody","cg04809380","0.5069","0.8034","-0.243492089463988","41","2","3","11","24","6","26","4","8","43","1","9","26","1","7","30","2","5","0","1","1","1"
"CACNA1H","GeneBody","cg09809504","0.5583","0.944","0.00458008808843641","38","2","3","11","24","1","32","4","8","43","0","7","24","2","8","37","2","5","0","1","1","1"
"CACNA1H","GeneBody","cg07037412","0.8079","0.9597","0.00603496492985424","40","3","3","11","24","8","24","4","8","43","2","6","23","3","16","34","2","5","0","1","1","1"
"CACNA1H","GeneBody","cg07990390","0.7497","0.9295","-0.119250743233244","35","2","3","11","24","10","33","4","8","43","2","8","26","1","12","36","2","5","0","0","1","1"
"CACNA1H","GeneBody","cg07059783","0.7359","0.9407","-0.0493387838443578","34","2","3","11","24","9","29","4","8","43","3","8","35","3","14","35","2","5","0","0","1","1"
"CACNA1H","GeneBody","cg02403239","0.7237","0.9866","-0.190548516752047","37","1","3","11","24","9","30","4","8","43","2","6","23","1","14","38","2","5","0","1","1","1"
"CACNA1H","GeneBody","cg16493071","0.4448","0.9576","-0.0740265650020567","35","1","3","11","24","9","31","4","8","43","2","9","26","2","10","30","2","5","0","0","0","2"
"CACNA1H","GeneBody","cg04754196","0.7568","0.9799","-0.214638993167592","38","2","3","11","24","7","30","4","8","43","1","9","24","1","11","35","2","5","0","0","1","1"
"CACNA1H","Promoter","cg16427096","0.0232","0.0138","-0.0961280566349192","8","23","3","11","24","28","11","4","8","43","6","5","45","3","12","19","2","5","0","1","2","1"
"CACNA1H","GeneBody","cg07830134","0.4646","0.8372","-0.358099357885033","19","7","3","11","24","15","25","4","8","43","4","1","46","2","13","30","2","5","0","1","2","1"
"CACNA1H","GeneBody","cg00535576","0.7237","0.9231","-0.113465044817321","37","4","3","11","24","9","28","4","8","43","3","8","26","3","14","36","2","5","0","1","1","1"
"CACNA1H","GeneBody","cg07751770","0.6571","0.8902","-0.165721290366695","32","3","3","11","24","12","26","4","8","43","1","8","33","3","15","36","2","5","0","1","1","1"
"CACNA1H","GeneBody","cg03560850","0.8821","0.9607","0.00499160156084773","33","2","3","11","24","11","22","4","8","43","3","7","25","2","15","34","2","5","0","0","1","2"
"CACNA1H","GeneBody","cg09874822","0.1758","0.0289","0.21082363427879","4","22","3","11","24","29","16","4","8","43","1","5","40","2","9","26","2","5","0","1","2","0"
"CACNA1H","GeneBody","cg00300794","0.598","0.8101","0.330337960913575","29","1","3","11","24","10","31","4","8","43","3","10","35","3","9","32","2","5","0","3","2","0"
"CACNA1H","GeneBody","cg04106390","0.564","0.7926","0.062356582611721","32","2","3","11","24","12","32","4","8","43","4","7","33","3","13","32","2","5","0","2","2","1"
"CACNA1H","GeneBody","cg04463816","0.7497","0.9753","-0.107922663680537","37","2","3","11","24","8","33","4","8","43","2","11","20","2","15","37","2","5","0","1","1","1"
"CACNA1H","GeneBody","cg16665866","0.4472","0.9025","0.0265077077466505","37","2","3","11","24","9","26","4","8","43","3","5","33","3","10","34","2","5","0","1","0","1"
"CACNA1H","GeneBody","cg07926275","0.6756","0.8716","-0.149342983882909","40","1","3","11","24","7","33","4","8","43","2","8","26","3","12","32","2","5","0","2","1","1"
"CACNA1H","GeneBody","cg26605476","0.5761","0.8705","0.00429825401366242","34","1","3","11","24","5","30","4","8","43","2","8","27","2","13","33","2","5","0","0","1","2"
"CACNA1H","GeneBody","cg03825234","0.4078","0.8171","-0.237887084524436","33","3","3","11","24","6","28","4","8","43","1","9","38","2","8","30","2","5","0","1","1","1"
"SUGCT","GeneBody","cg18175518","0.7583","0.9103","0.138963515161825","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg10147982","0.6343","0.9092","0.296347434022937","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg05895410","0.7135","0.8853","-0.0166969936358829","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg01643856","0.7699","0.9091","0.0728904434043614","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg13392320","0.5376","0.8335","0.150294701396672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg21653489","0.64","0.9088","0.316372078862881","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg21326613","0.6626","0.8713","-0.0924548213862362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg08646805","0.5508","0.9118","0.138733658156623","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg02426324","0.679","0.804","0.10745779771024","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"SUGCT","GeneBody","cg10036840","0.6627","0.8953","0.13026566410614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
